                                                                 18 Apr 2022 10:22:22
FOR UNFUNDED EDUCATIONAL USE ONLY
Planet-Sun


       Time (UTCG)                x (km)               y (km)              z (km)    
18 Oct 2024 01:53:20.000    -135202655.133691     -63542044.841305    -1373438.895888
19 Oct 2024 00:06:40.000    -134095537.784595     -65713813.687610    -1458720.338570
19 Oct 2024 22:20:00.000    -132938817.769880     -67861680.698136    -1540395.823513
20 Oct 2024 20:33:20.000    -131736116.604891     -69983127.274912    -1617581.787557
21 Oct 2024 18:46:40.000    -130491726.411254     -72075957.896899    -1689852.123434
22 Oct 2024 17:00:00.000    -129210197.267491     -74138491.054417    -1757181.224682
23 Oct 2024 15:13:20.000    -127895978.790797     -76169690.789725    -1819840.177104
24 Oct 2024 13:26:40.000    -126553156.868193     -78169223.267530    -1878283.626498
25 Oct 2024 11:40:00.000    -125185286.655310     -80137448.780495    -1933050.292850
26 Oct 2024 09:53:20.000    -123795303.060708     -82075366.848335    -1984686.339848
27 Oct 2024 08:06:40.000    -122385488.785982     -83984525.031069    -2033694.449825
28 Oct 2024 06:20:00.000    -120957480.256558     -85866903.271002    -2080505.136867
29 Oct 2024 04:33:20.000    -119512301.738086     -87724775.853759    -2125468.296043
30 Oct 2024 02:46:40.000    -118050420.573689     -89560555.915796    -2168861.697357
31 Oct 2024 01:00:00.000    -116571819.141407     -91376628.665654    -2210913.454555
31 Oct 2024 23:13:20.000    -115076078.461476     -93175183.538671    -2251834.771805
 1 Nov 2024 21:26:40.000    -113562466.424380     -94958058.868898    -2291858.317772
 2 Nov 2024 19:40:00.000    -112030020.775492     -96726614.736002    -2331276.301110
 3 Nov 2024 17:53:20.000    -110477615.737112     -98481647.712696    -2370471.721154
 4 Nov 2024 16:06:40.000    -108904001.377139    -100223356.554764    -2409936.091997
 5 Nov 2024 14:20:00.000    -107307808.633108    -101951359.496318    -2450268.166530
 6 Nov 2024 12:33:20.000    -105687518.955340    -103664755.184895    -2492149.786346
 7 Nov 2024 10:46:40.000    -104041406.153837    -105362211.519185    -2536297.502574
 8 Nov 2024 09:00:00.000    -102367467.628289    -107042062.368083    -2583391.156720
 9 Nov 2024 07:13:20.000    -100663372.085440    -108702391.832437    -2633983.690697
10 Nov 2024 05:26:40.000     -98926459.369100    -110341089.723223    -2688400.432191
11 Nov 2024 03:40:00.000     -97153832.084079    -111955870.052933    -2746641.587041
12 Nov 2024 01:53:20.000     -95342573.289354    -113544255.769330    -2808308.066052
13 Nov 2024 00:06:40.000     -93490101.807875    -115103547.250739    -2872576.296603
13 Nov 2024 22:20:00.000     -91594628.532992    -116630809.075626    -2938246.231478
14 Nov 2024 20:33:20.000     -89655621.570672    -118122913.983905    -3003871.719545
15 Nov 2024 18:46:40.000     -87674137.488277    -119576678.643748    -3067955.615728
16 Nov 2024 17:00:00.000     -85652891.440370    -120989089.674745    -3129160.833933
17 Nov 2024 15:13:20.000     -83596016.326204    -122357577.412821    -3186479.180974
18 Nov 2024 13:26:40.000     -81508576.202358    -123680265.363768    -3239314.088188
19 Nov 2024 11:40:00.000     -79395981.503930    -124956128.547805    -3287470.870357
20 Nov 2024 09:53:20.000     -77263455.154426    -126185033.355995    -3331079.509674
21 Nov 2024 08:06:40.000     -75115645.819718    -127367671.349188    -3370486.532701
22 Nov 2024 06:20:00.000     -72956411.832956    -128505425.324188    -3406148.450341
23 Nov 2024 04:33:20.000     -70788750.905713    -129600207.635685    -3438544.730415
24 Nov 2024 02:46:40.000     -68614832.145481    -130654299.164438    -3468116.659209
25 Nov 2024 01:00:00.000     -66436088.962551    -131670203.132014    -3495231.412384
25 Nov 2024 23:13:20.000     -64253340.933023    -132650517.695151    -3520167.614765
26 Nov 2024 21:26:40.000     -62066925.018337    -133597824.475397    -3543118.784290
27 Nov 2024 19:40:00.000     -59876821.515417    -134514589.612588    -3564211.141788
28 Nov 2024 17:53:20.000     -57682766.668527    -135403073.299212    -3583533.017462
29 Nov 2024 16:06:40.000     -55484342.753948    -136265247.031602    -3601172.698250
30 Nov 2024 14:20:00.000     -53281038.139101    -137102719.517830    -3617260.472842
 1 Dec 2024 12:33:20.000     -51072269.511899    -137916674.546663    -3632009.421084
 2 Dec 2024 10:46:40.000     -48857361.443612    -138707824.569160    -3645747.803981
 3 Dec 2024 09:00:00.000     -46635483.986460    -139476382.544118    -3658935.329610
 4 Dec 2024 07:13:20.000     -44405557.641205    -140222051.652660    -3672156.265822
 5 Dec 2024 05:26:40.000     -42166146.209807    -140944028.601692    -3686084.736601
 6 Dec 2024 03:40:00.000     -39915367.133982    -141641013.883565    -3701422.134298
 7 Dec 2024 01:53:20.000     -37650856.231857    -142311222.283697    -3718811.263715
 8 Dec 2024 00:06:40.000     -35369823.234752    -142952391.295027    -3738737.512759
 8 Dec 2024 22:20:00.000     -33069226.476295    -143561792.800078    -3761431.925332
 9 Dec 2024 20:33:20.000     -30746078.122093    -144136262.539300    -3786794.319047
10 Dec 2024 18:46:40.000     -28397861.935591    -144672269.664465    -3814356.189967
11 Dec 2024 17:00:00.000     -26023008.483530    -145166049.654394    -3843300.059178
12 Dec 2024 15:13:20.000     -23621332.597670    -145613814.300952    -3872543.512993
13 Dec 2024 13:26:40.000     -21194316.009234    -146012029.995749    -3900879.992155
14 Dec 2024 11:40:00.000     -18745129.058355    -146357726.615017    -3927149.956953
15 Dec 2024 09:53:20.000     -16278356.979240    -146648774.389171    -3950401.083619
16 Dec 2024 08:06:40.000     -13799480.511508    -146884065.270463    -3969998.094024
17 Dec 2024 06:20:00.000     -11314247.600567    -147063558.774120    -3985658.792813
18 Dec 2024 04:33:20.000      -8828090.493976    -147188194.073810    -3997419.476968
19 Dec 2024 02:46:40.000      -6345702.389852    -147259706.621447    -4005552.324172
20 Dec 2024 01:00:00.000      -3870820.174914    -147280403.661219    -4010464.394203
20 Dec 2024 23:13:20.000      -1406188.640399    -147252947.958221    -4012603.416031
21 Dec 2024 21:26:40.000       1046342.176329    -147180180.546038    -4012383.831768
22 Dec 2024 19:40:00.000       3485651.587555    -147064994.250186    -4010138.547598
23 Dec 2024 17:53:20.000       5911160.046535    -146910254.873174    -4006094.657363
24 Dec 2024 16:06:40.000       8322652.917929    -146718758.856699    -4000369.675300
25 Dec 2024 14:20:00.000      10720135.895349    -146493212.769304    -3992984.173197
26 Dec 2024 12:33:20.000      13103733.127273    -146236219.348037    -3983887.507664
27 Dec 2024 10:46:40.000      15473633.289117    -145950255.661280    -3972993.814391
28 Dec 2024 09:00:00.000      17830085.255092    -145637630.831822    -3960225.541237
29 Dec 2024 07:13:20.000      20173442.044109    -145300413.944277    -3945560.869326
30 Dec 2024 05:26:40.000      22504246.570450    -144940328.017994    -3929079.865021
31 Dec 2024 03:40:00.000      24823346.512988    -144558613.430838    -3911001.340287
 1 Jan 2025 01:53:20.000      27132015.170878    -144155873.725639    -3891701.055307
 2 Jan 2025 00:06:40.000      29432046.027718    -143731926.072990    -3871701.855147
 2 Jan 2025 22:20:00.000      31725782.061478    -143285685.211912    -3851629.663737
 3 Jan 2025 20:33:20.000      34016044.436003    -142815110.106489    -3832137.175296
 4 Jan 2025 18:46:40.000      36305940.139547    -142317236.027592    -3813805.146488
 5 Jan 2025 17:00:00.000      38598552.774855    -141788302.752809    -3797039.918432
 6 Jan 2025 15:13:20.000      40896550.082786    -141223975.235094    -3781988.528792
 7 Jan 2025 13:26:40.000      43201763.997378    -140619640.653564    -3768491.067432
 8 Jan 2025 11:40:00.000      45514817.483385    -139970754.160982    -3756083.847973
 9 Jan 2025 09:53:20.000      47834870.129440    -139273198.335057    -3744055.994856
10 Jan 2025 08:06:40.000      50159545.523179    -138523613.818831    -3731551.999650
11 Jan 2025 06:20:00.000      52485072.290103    -137719657.075115    -3717701.377233
12 Jan 2025 04:33:20.000      54806627.631476    -136860147.284151    -3701749.250885
13 Jan 2025 02:46:40.000      57118825.227268    -135945081.173257    -3683160.479197
14 Jan 2025 01:00:00.000      59416249.645143    -134975521.965355    -3661675.735357
14 Jan 2025 23:13:20.000      61693934.409161    -133953394.036970    -3637312.212959
15 Jan 2025 21:26:40.000      63947699.651152    -132881234.341644    -3610315.095785
16 Jan 2025 19:40:00.000      66174315.627944    -131761951.302945    -3581078.163721
17 Jan 2025 17:53:20.000      68371502.635647    -130598630.613806    -3550054.360519
18 Jan 2025 16:06:40.000      70537812.681835    -129394406.573810    -3517674.537180
19 Jan 2025 14:20:00.000      72672448.264609    -128152399.473196    -3484285.239977
20 Jan 2025 12:33:20.000      74775069.369740    -126875705.810554    -3450109.998753
21 Jan 2025 10:46:40.000      76845625.649075    -125567421.570648    -3415233.424531
22 Jan 2025 09:00:00.000      78884235.474281    -124230677.000167    -3379605.005550
23 Jan 2025 07:13:20.000      80891122.454542    -122868661.076983    -3343058.970167
24 Jan 2025 05:26:40.000      82866609.362432    -121484616.285439    -3305346.836666
25 Jan 2025 03:40:00.000      84811164.677606    -120081785.094673    -3266179.988702
26 Jan 2025 01:53:20.000      86725490.564096    -118663293.065575    -3225279.843802
27 Jan 2025 00:06:40.000      88610635.747602    -117231959.184496    -3182432.631985
27 Jan 2025 22:20:00.000      90468109.423909    -115790035.820182    -3137543.432015
