                                                                  13 Jun 2024 22:46:58
Satellite-NOVASAT-16U


       Time (UTCG)                x (km)               y (km)              z (km)     
 3 Jan 2026 01:03:00.000    -131140072.673675      34353806.945344    -57094380.450698
 3 Jan 2026 01:06:00.000    -130679214.241937      36068270.501429    -57093907.719864
 3 Jan 2026 01:09:00.000    -130196130.018182      37776572.299922    -57093247.591342
 3 Jan 2026 01:12:00.000    -129690907.254517      39478375.640617    -57092407.117807
 3 Jan 2026 01:15:00.000    -129163632.185880      41173346.314626    -57091400.229636
 3 Jan 2026 01:18:00.000    -128614389.966657      42861154.157678    -57090247.203428
 3 Jan 2026 01:21:00.000    -128043264.753524      44541474.494228    -57088973.888400
 3 Jan 2026 01:24:00.000    -127450339.934393      46213989.423194    -57087610.720176
 3 Jan 2026 01:27:00.000    -126835698.498896      47878388.902316    -57086191.559588
 3 Jan 2026 01:30:00.000    -126199423.541563      49534371.595426    -57084752.400802
 3 Jan 2026 01:33:00.000    -125541598.884592      51181645.455691    -57083329.998048
 3 Jan 2026 01:36:00.000    -124862309.803112      52819928.027522    -57081960.463354
 3 Jan 2026 01:39:00.000    -124161643.832307      54448946.459932    -57080677.888780
 3 Jan 2026 01:42:00.000    -123439691.632598      56068437.234632    -57079513.045719
 3 Jan 2026 01:45:00.000    -122696547.886747      57678145.622119    -57078492.210895
 3 Jan 2026 01:48:00.000    -121932312.200910      59277824.888815    -57077636.163831
 3 Jan 2026 01:51:00.000    -121147089.980859      60867235.286790    -57076959.394067
 3 Jan 2026 01:54:00.000    -120340993.254491      62446142.865347    -57076469.548340
 3 Jan 2026 01:57:00.000    -119514141.412727      64014318.149415    -57076167.138846
 3 Jan 2026 02:00:00.000    -118666661.842616      65571534.734360    -57076045.523696
 3 Jan 2026 02:03:00.000    -117798690.429288      67117567.849042    -57076091.160324
 3 Jan 2026 02:06:00.000    -116910371.906846      68652192.939806    -57076284.122165
 3 Jan 2026 02:09:00.000    -116001860.042765      70175184.326583    -57076598.858910
 3 Jan 2026 02:12:00.000    -115073317.645175      71686313.979406    -57077005.171310
 3 Jan 2026 02:15:00.000    -114124916.388069      73185350.458630    -57077469.363357
 3 Jan 2026 02:18:00.000    -113156836.455093      74672058.056124    -57077955.527871
 3 Jan 2026 02:21:00.000    -112169266.008770      76146196.166834    -57078426.916449
 3 Jan 2026 02:24:00.000    -111162400.497804      77607518.911870    -57078847.341510
 3 Jan 2026 02:27:00.000    -110136441.820765      79055775.025085    -57079182.556945
 3 Jan 2026 02:30:00.000    -109091597.369903      80490708.005444    -57079401.564690
 3 Jan 2026 02:33:00.000    -108028078.983158      81912056.528369    -57079477.797380
 3 Jan 2026 02:36:00.000    -106946101.836447      83319555.099908    -57079390.131966
 3 Jan 2026 02:39:00.000    -105845883.310897      84712934.929494    -57079123.695607
 3 Jan 2026 02:42:00.000    -104727641.871543      86091924.989416    -57078670.433111
 3 Jan 2026 02:45:00.000    -103591595.994326      87456253.223264    -57078029.414258
 3 Jan 2026 02:48:00.000    -102437963.177584      88805647.860666    -57077206.869293
 3 Jan 2026 02:51:00.000    -101266959.072024      90139838.792739    -57076215.951222
 3 Jan 2026 02:54:00.000    -100078796.760049      91458558.961007    -57075076.233998
 3 Jan 2026 02:57:00.000     -98873686.210706      92761545.712954    -57073812.965719
 3 Jan 2026 03:00:00.000     -97651833.931205      94048542.079102    -57072456.105353
 3 Jan 2026 03:03:00.000     -96413442.829492      95319297.930101    -57071039.179726
 3 Jan 2026 03:06:00.000     -95158712.295476      96573570.976992    -57069598.004389
 3 Jan 2026 03:09:00.000     -93887838.501057      97811127.583929    -57068169.317165
 3 Jan 2026 03:12:00.000     -92601014.911409      99031743.369703    -57066789.376505
 3 Jan 2026 03:15:00.000     -91298432.992642     100235203.581958    -57065492.578141
 3 Jan 2026 03:18:00.000     -89980283.093596     101421303.236293    -57064310.142797
 3 Jan 2026 03:21:00.000     -88646755.473190     102589847.020513    -57063268.925044
 3 Jan 2026 03:24:00.000     -87298041.438896     103740648.972515    -57062390.388726
 3 Jan 2026 03:27:00.000     -85934334.557541     104873531.947712    -57061689.788063
 3 Jan 2026 03:30:00.000     -84555831.896157     105988326.898999    -57061175.585662
 3 Jan 2026 03:33:00.000     -83162735.248974     107084871.998000    -57060849.129649
 3 Jan 2026 03:36:00.000     -81755252.306042     108163011.631401    -57060704.602231
 3 Jan 2026 03:39:00.000     -80333597.720564     109222595.309497    -57060729.241664
 3 Jan 2026 03:42:00.000     -78897994.034539     110263476.526462    -57060903.829145
 3 Jan 2026 03:45:00.000     -77448672.426782     111285511.612562    -57061203.422055
 3 Jan 2026 03:48:00.000     -75985873.252985     112288558.617979    -57061598.305586
 3 Jan 2026 03:51:00.000     -74509846.354375     113272476.265924    -57062055.126434
 3 Jan 2026 03:54:00.000     -73020851.119352     114237123.009573    -57062538.165314
 3 Jan 2026 03:57:00.000     -71519156.290857     115182356.223140    -57063010.699741
